state,county,county_fips,year,office,votes_dem,votes_rep,total_votes,dem_share
WA,Douglas,53017,2022,SENATE,5275,10806,16081,0.3280268640009949
WA,Ferry,53019,2022,SENATE,1060,2348,3408,0.3110328638497652
WA,Franklin,53021,2022,SENATE,7018,15061,22079,0.317858598668418
WA,Garfield,53023,2022,SENATE,307,977,1284,0.2390965732087227
WA,Grant,53025,2022,SENATE,7211,19589,26800,0.2690671641791045
WA,Grays Harbor,53027,2022,SENATE,13581,15685,29266,0.4640538508849859
WA,Island,53029,2022,SENATE,23680,19275,42955,0.5512745896868816
WA,Jefferson,53031,2022,SENATE,14970,6185,21155,0.7076341290475066
WA,King,53033,2022,SENATE,668692,220307,888999,0.752185323043108
WA,Kitsap,53035,2022,SENATE,70931,52130,123061,0.5763889453198008
WA,Kittitas,53037,2022,SENATE,8318,12446,20764,0.4005971874397996
WA,Klickitat,53039,2022,SENATE,4798,6639,11437,0.4195156072396607
WA,Lewis,53041,2022,SENATE,11216,24459,35675,0.3143938332165382
WA,Lincoln,53043,2022,SENATE,1400,4558,5958,0.2349781805975159
WA,Mason,53045,2022,SENATE,13777,15612,29389,0.4687808363673483
WA,Okanogan,53047,2022,SENATE,6405,9793,16198,0.395419187554019
WA,Pacific,53049,2022,SENATE,5693,5958,11651,0.4886275856149686
WA,Pend Oreille,53051,2022,SENATE,2032,4739,6771,0.3001033820705951
WA,Pierce,53053,2022,SENATE,175143,156285,331428,0.5284496180165827
WA,San Juan,53055,2022,SENATE,8254,3055,11309,0.729861172517464
WA,Skagit,53057,2022,SENATE,29313,27390,56703,0.5169567747738215
WA,Skamania,53059,2022,SENATE,2620,3599,6219,0.4212895963981347
WA,Snohomish,53061,2022,SENATE,184423,135322,319745,0.5767814977560244
WA,Spokane,53063,2022,SENATE,100719,120369,221088,0.4555606817194963
WA,Stevens,53065,2022,SENATE,6073,16803,22876,0.2654747333449904
WA,Thurston,53067,2022,SENATE,73184,52567,125751,0.5819754912485785
WA,Wahkiakum,53069,2022,SENATE,1007,1551,2558,0.3936669272869429
WA,Walla Walla,53071,2022,SENATE,10024,14164,24188,0.4144203737390441
WA,Whatcom,53073,2022,SENATE,65950,45038,110988,0.5942083828882402
WA,Whitman,53075,2022,SENATE,7771,7714,15485,0.501840490797546
WA,Yakima,53077,2022,SENATE,22538,40182,62720,0.3593431122448979
